,image_index,nodule_index,gt_box,p2_max_iou,p3_max_iou,p4_max_iou
29,15,11,"[80.5, 55.5, 39.5, 87.5, 61.5, 40.5]",0.0633397325873375,0.01025390625,0.00128173828125
30,15,12,"[63.5, 53.5, 44.5, 77.5, 69.5, 52.5]",0.22033898532390594,0.32672375440597534,0.0546875
31,15,13,"[0.0, 0.5, 46.5, 8.5, 12.5, 52.5]",0.3842364549636841,0.14230255782604218,0.0186767578125
32,15,14,"[0.0, 24.5, 61.5, 11.5, 39.5, 70.5]",0.3297906517982483,0.2669769525527954,0.0473785400390625
33,15,15,"[51.5, 52.5, 61.5, 71.5, 66.5, 70.5]",0.20317460596561432,0.43826088309288025,0.076904296875
34,15,16,"[82.5, 51.5, 66.5, 88.5, 57.5, 68.5]",0.140625,0.017578125,0.002197265625
35,16,0,"[53.5, 58.5, 46.5, 60.5, 67.5, 48.5]",0.18038852512836456,0.03076171875,0.00384521484375
36,17,0,"[9.5, 102.5, 95.5, 17.5, 107.5, 96.5]",0.07288629561662674,0.009765625,0.001220703125
37,18,0,"[79.5, 92.5, 21.5, 124.5, 124.5, 34.5]",0.027350427582859993,0.1707717627286911,0.28565719723701477
38,19,0,"[39.5, 17.5, 64.5, 49.5, 28.5, 67.5]",0.2719033360481262,0.07662369310855865,0.01007080078125
39,20,0,"[47.5, 4.5, 24.5, 52.5, 12.5, 25.5]",0.06256015598773956,0.009765625,0.001220703125
40,20,1,"[21.5, 0.0, 89.5, 36.5, 0.5, 91.5]",0.01541425846517086,0.0035396069288253784,0.000457763671875
41,21,0,"[39.5, 89.5, 18.5, 47.5, 97.5, 19.5]",0.09246088564395905,0.015625,0.001953125
42,22,0,"[22.5, 0.0, 13.5, 128.0, 128.0, 95.5]",0.00046237430069595575,0.003698994405567646,0.029591955244541168
43,23,0,"[32.5, 101.5, 41.5, 42.5, 112.5, 42.5]",0.11469534039497375,0.02685546875,0.00335693359375
44,24,0,"[23.5, 23.5, 44.5, 31.5, 31.5, 47.5]",0.21957556903362274,0.046875,0.005859375
45,25,0,"[41.5, 5.5, 49.5, 57.5, 18.5, 51.5]",0.1599999964237213,0.08435472100973129,0.0126953125
46,26,0,"[67.5, 50.5, 11.5, 76.5, 59.5, 13.5]",0.16912402212619781,0.03727161884307861,0.00494384765625
47,27,0,"[71.5, 60.5, 41.5, 103.5, 97.5, 44.5]",0.04958677664399147,0.11162790656089783,0.07706564664840698
48,28,0,"[101.5, 116.5, 31.5, 108.5, 124.5, 33.5]",0.15662650763988495,0.02734375,0.00341796875
49,29,0,"[0.0, 87.5, 16.5, 20.5, 119.5, 25.5]",0.08086253702640533,0.29937630891799927,0.17686262726783752
50,30,0,"[62.5, 25.5, 41.5, 68.5, 31.5, 42.5]",0.06407766789197922,0.0087890625,0.0010986328125
51,31,0,"[19.5, 57.5, 89.5, 27.5, 67.5, 91.5]",0.18309858441352844,0.0390625,0.0048828125
52,32,0,"[82.5, 56.5, 23.5, 120.5, 77.5, 31.5]",0.06419753283262253,0.24288424849510193,0.15916627645492554
53,33,0,"[16.5, 12.5, 98.5, 60.5, 62.5, 112.5]",0.016623375937342644,0.10095911473035812,0.2911927103996277
54,34,0,"[72.5, 63.5, 31.5, 76.5, 66.5, 33.5]",0.046875,0.005859375,0.000732421875
55,35,0,"[95.5, 85.5, 60.5, 128.0, 128.0, 69.5]",0.03851322829723358,0.1619882881641388,0.18498685956001282
56,36,0,"[17.5, 54.5, 119.5, 21.5, 60.5, 121.5]",0.09375,0.01171875,0.00146484375
57,37,0,"[0.0, 74.5, 20.5, 30.5, 110.5, 29.5]",0.0484163798391819,0.19736166298389435,0.17564363777637482
58,38,0,"[29.5, 41.5, 67.5, 36.5, 49.5, 72.5]",0.44459643959999084,0.068359375,0.008544921875
59,39,0,"[122.5, 5.5, 106.5, 128.0, 17.5, 109.5]",0.2283737063407898,0.04833984375,0.00604248046875
60,40,0,"[52.5, 0.0, 10.5, 80.5, 19.5, 16.5]",0.112808458507061,0.2528891861438751,0.08639891445636749
61,41,0,"[0.0, 83.5, 52.5, 8.5, 95.5, 54.5]",0.16993464529514313,0.04763064906001091,0.0062255859375
62,42,0,"[46.5, 63.5, 70.5, 54.5, 70.5, 73.5]",0.2740046977996826,0.041015625,0.005126953125
63,43,0,"[0.0, 58.5, 0.0, 16.5, 85.5, 10.5]",0.10945433378219604,0.31466567516326904,0.14275360107421875
64,43,1,"[30.5, 71.5, 23.5, 43.5, 89.5, 29.5]",0.2506527304649353,0.23678883910179138,0.041606973856687546
65,44,0,"[11.5, 74.5, 3.5, 53.5, 114.5, 13.5]",0.028517110273241997,0.1317157745361328,0.21295469999313354
66,45,0,"[101.5, 87.5, 53.5, 113.5, 104.5, 56.5]",0.20600858330726624,0.10568341612815857,0.01811748929321766
67,46,0,"[90.5, 68.5, 41.5, 123.5, 105.5, 51.5]",0.0419328436255455,0.18623599410057068,0.26563116908073425
68,47,0,"[113.5, 0.0, 117.5, 128.0, 20.5, 126.5]",0.1913839876651764,0.34263619780540466,0.08164215087890625
69,48,0,"[0.0, 47.5, 15.5, 27.5, 62.5, 19.5]",0.1343126893043518,0.16174685955047607,0.04366547241806984
70,49,0,"[73.5, 114.5, 93.5, 92.5, 128.0, 94.5]",0.09084457159042358,0.04614830017089844,0.0078277587890625
71,50,0,"[114.5, 39.5, 46.5, 123.5, 47.5, 47.5]",0.09107893705368042,0.017578125,0.002197265625
72,51,0,"[2.5, 115.5, 109.5, 19.5, 128.0, 110.5]",0.09689629077911377,0.04511825367808342,0.0064849853515625
73,52,0,"[112.5, 100.5, 117.5, 128.0, 121.5, 125.5]",0.18209408223628998,0.28549501299858093,0.07337500900030136
74,53,0,"[47.5, 40.5, 14.5, 60.5, 55.5, 29.5]",0.17504273355007172,0.3819845914840698,0.089263916015625
75,53,1,"[57.5, 92.5, 34.5, 66.5, 100.5, 44.5]",0.46318289637565613,0.1655372679233551,0.02197265625
76,54,0,"[57.5, 57.5, 30.5, 64.5, 64.5, 32.5]",0.16079923510551453,0.02392578125,0.00299072265625
77,55,0,"[89.5, 0.0, 11.5, 108.5, 15.5, 14.5]",0.15953469276428223,0.13080504536628723,0.0269622802734375
78,55,1,"[85.5, 28.5, 17.5, 101.5, 45.5, 20.5]",0.1690140813589096,0.15910565853118896,0.02490234375
79,55,2,"[32.5, 16.5, 22.5, 47.5, 32.5, 24.5]",0.14814814925193787,0.06703975796699524,0.0146484375
80,55,3,"[67.5, 8.5, 45.5, 97.5, 53.5, 56.5]",0.03447811305522919,0.17458152770996094,0.2278297394514084
81,56,0,"[50.5, 41.5, 31.5, 66.5, 57.5, 34.5]",0.1764705926179886,0.13731221854686737,0.0234375
82,57,0,"[28.5, 6.5, 77.5, 35.5, 15.5, 82.5]",0.2894172668457031,0.076904296875,0.009613037109375
83,57,1,"[92.5, 59.5, 21.5, 114.5, 79.5, 26.5]",0.11881188303232193,0.24525316059589386,0.067138671875
84,58,0,"[60.5, 40.5, 61.5, 71.5, 50.5, 63.5]",0.21192052960395813,0.0537109375,0.0067138671875
85,59,0,"[16.5, 0.0, 51.5, 23.5, 7.5, 52.5]",0.06208842992782593,0.0128173828125,0.0016021728515625
86,60,0,"[109.5, 41.5, 20.5, 124.5, 64.5, 23.5]",0.14169742166996002,0.1569334864616394,0.031585693359375
87,61,0,"[3.5, 114.5, 46.5, 21.5, 124.5, 51.5]",0.26978418231010437,0.1794145405292511,0.0274658203125
88,62,0,"[63.5, 66.5, 36.5, 80.5, 79.5, 39.5]",0.19532044231891632,0.0996476262807846,0.020233154296875
89,62,1,"[108.5, 0.5, 87.5, 118.5, 11.5, 88.5]",0.11469534039497375,0.02685546875,0.00335693359375
90,63,0,"[79.5, 67.5, 21.5, 89.5, 74.5, 22.5]",0.09142053127288818,0.01708984375,0.00213623046875
91,64,0,"[64.5, 35.5, 86.5, 126.5, 88.5, 113.5]",0.005770834628492594,0.04616667702794075,0.27377381920814514
92,65,0,"[65.5, 40.5, 10.5, 70.5, 44.5, 12.5]",0.06976744532585144,0.009765625,0.001220703125
93,66,0,"[82.5, 14.5, 28.5, 93.5, 25.5, 31.5]",0.23893804848194122,0.07562416791915894,0.011077880859375
94,67,0,"[46.5, 0.5, 41.5, 53.5, 6.5, 43.5]",0.14836223423480988,0.0205078125,0.0025634765625
95,67,1,"[56.5, 44.5, 35.5, 66.5, 53.5, 37.5]",0.2097902148962021,0.0439453125,0.0054931640625
96,68,0,"[0.0, 107.5, 22.5, 21.5, 128.0, 30.5]",0.13490724563598633,0.36742016673088074,0.10760498046875
97,69,0,"[110.5, 67.5, 30.5, 128.0, 91.5, 44.5]",0.08707483112812042,0.4130311608314514,0.14936581254005432
98,70,0,"[94.5, 10.5, 52.5, 101.5, 20.5, 54.5]",0.19195611774921417,0.03241530433297157,0.0042724609375
99,71,0,"[57.5, 31.5, 30.5, 67.5, 39.5, 33.5]",0.26174497604370117,0.05859375,0.00732421875
100,72,0,"[31.5, 67.5, 36.5, 44.5, 80.5, 40.5]",0.274678111076355,0.15071135759353638,0.0206298828125
101,72,1,"[0.0, 53.5, 77.5, 6.5, 73.5, 80.5]",0.1899736076593399,0.06726937741041183,0.010999397374689579
102,72,2,"[43.5, 75.5, 87.5, 57.5, 84.5, 89.5]",0.15757575631141663,0.05572417005896568,0.0076904296875
103,72,3,"[49.5, 84.5, 88.5, 57.5, 91.5, 90.5]",0.15235456824302673,0.02734375,0.00341796875
104,72,4,"[106.5, 0.5, 19.5, 116.5, 14.5, 20.5]",0.10135135054588318,0.026473617181181908,0.0042724609375
105,73,0,"[44.5, 37.5, 43.5, 59.5, 57.5, 54.5]",0.15515151619911194,0.4467211067676544,0.09245657175779343
106,73,1,"[20.5, 39.5, 4.5, 48.5, 68.5, 33.5]",0.021742822602391243,0.17394258081912994,0.46234968304634094
107,74,0,"[72.5, 55.5, 28.5, 83.5, 66.5, 30.5]",0.2044728398323059,0.05908203125,0.00738525390625
108,75,0,"[16.5, 74.5, 74.5, 23.5, 80.5, 76.5]",0.12452830374240875,0.0205078125,0.0025634765625
109,76,0,"[106.5, 81.5, 25.5, 117.5, 91.5, 29.5]",0.33707866072654724,0.0914340689778328,0.013427734375
110,77,0,"[62.5, 4.5, 63.5, 73.5, 16.5, 68.5]",0.34403669834136963,0.1611328125,0.0201416015625
111,78,0,"[113.5, 66.5, 25.5, 128.0, 93.5, 32.5]",0.14665961265563965,0.24469731748104095,0.06548141688108444
112,79,0,"[73.5, 19.5, 39.5, 128.0, 76.5, 45.5]",0.020461447536945343,0.0724562481045723,0.1357400119304657
113,79,1,"[96.5, 53.5, 16.5, 114.5, 75.5, 17.5]",0.0758293867111206,0.052668578922748566,0.01069698017090559
114,79,2,"[73.5, 79.5, 45.5, 80.5, 84.5, 46.5]",0.06316812336444855,0.008544921875,0.001068115234375
115,80,0,"[116.5, 94.5, 20.5, 122.5, 101.5, 21.5]",0.07468476891517639,0.01025390625,0.00128173828125
116,81,0,"[72.5, 69.5, 35.5, 87.5, 86.5, 37.5]",0.14317673444747925,0.07805734127759933,0.01556396484375
117,82,0,"[7.5, 33.5, 17.5, 32.5, 48.5, 19.5]",0.11287477612495422,0.08996850997209549,0.022420156747102737
118,83,0,"[100.5, 59.5, 80.5, 128.0, 92.5, 99.5]",0.029694069176912308,0.2284332662820816,0.351105660200119
119,84,0,"[34.5, 54.5, 15.5, 42.5, 61.5, 17.5]",0.2023121416568756,0.02734375,0.00341796875
120,84,1,"[4.5, 28.5, 37.5, 11.5, 35.5, 39.5]",0.11010009050369263,0.02392578125,0.00299072265625
121,85,0,"[92.5, 76.5, 68.5, 96.5, 82.5, 69.5]",0.04280155524611473,0.005859375,0.000732421875
122,86,0,"[94.5, 112.5, 95.5, 108.5, 126.5, 98.5]",0.21145375072956085,0.1104130893945694,0.0179443359375
123,87,0,"[13.5, 0.0, 50.5, 69.5, 54.5, 53.5]",0.020261714234948158,0.06151874363422394,0.07906928658485413
124,88,0,"[15.5, 82.5, 105.5, 23.5, 92.5, 109.5]",0.30612245202064514,0.07392995804548264,0.009765625
125,89,0,"[91.5, 46.5, 34.5, 106.5, 58.5, 39.5]",0.29304030537605286,0.21085797250270844,0.0274658203125
126,90,0,"[99.5, 53.5, 0.0, 105.5, 58.5, 0.5]",0.02629016526043415,0.003662109375,0.000457763671875
127,90,1,"[109.5, 1.5, 40.5, 117.5, 10.5, 43.5]",0.32846716046333313,0.052734375,0.006591796875
128,90,2,"[89.5, 102.5, 70.5, 96.5, 107.5, 72.5]",0.12572534382343292,0.01708984375,0.00213623046875
129,90,3,"[116.5, 106.5, 96.5, 119.5, 110.5, 97.5]",0.0234375,0.0029296875,0.0003662109375
130,90,4,"[93.5, 74.5, 101.5, 97.5, 78.5, 103.5]",0.0625,0.0078125,0.0009765625
131,91,0,"[12.5, 9.5, 56.5, 38.5, 30.5, 59.5]",0.09805924445390701,0.15465162694454193,0.04998779296875
132,92,0,"[5.5, 34.5, 26.5, 16.5, 46.5, 29.5]",0.2681564390659332,0.08358460664749146,0.0120849609375
133,93,0,"[61.5, 94.5, 67.5, 71.5, 107.5, 70.5]",0.2704225480556488,0.09521484375,0.01190185546875
134,94,0,"[102.5, 88.5, 125.5, 119.5, 108.5, 128.0]",0.13311147689819336,0.12256014347076416,0.02593994140625
135,95,0,"[62.5, 85.5, 97.5, 69.5, 93.5, 101.5]",0.39923954010009766,0.0546875,0.0068359375
136,96,0,"[55.5, 26.5, 0.0, 74.5, 44.5, 8.5]",0.13852813839912415,0.39196979999542236,0.08617880940437317
137,97,0,"[27.5, 113.5, 14.5, 46.5, 127.5, 19.5]",0.21024967730045319,0.20417220890522003,0.04058837890625
138,98,0,"[83.5, 114.5, 98.5, 93.5, 123.5, 100.5]",0.19413287937641144,0.04165651649236679,0.0054931640625
139,99,0,"[25.5, 35.5, 25.5, 43.5, 49.5, 30.5]",0.19407008588314056,0.24276350438594818,0.0384521484375
140,100,0,"[17.5, 105.5, 91.5, 23.5, 112.5, 94.5]",0.20207254588603973,0.03076171875,0.00384521484375
141,101,0,"[61.5, 73.5, 72.5, 70.5, 83.5, 74.5]",0.22695034742355347,0.0439453125,0.0054931640625
142,102,0,"[6.5, 25.5, 57.5, 34.5, 42.5, 64.5]",0.12135355919599533,0.27980703115463257,0.09571578353643417
143,103,0,"[38.5, 31.5, 5.5, 55.5, 58.5, 14.5]",0.12394093722105026,0.3094063401222229,0.11307521909475327
144,104,0,"[18.5, 39.5, 98.5, 33.5, 53.5, 111.5]",0.1875457912683487,0.3972315192222595,0.08331298828125
145,105,0,"[66.5, 77.5, 32.5, 71.5, 82.5, 33.5]",0.04373177886009216,0.006103515625,0.000762939453125
146,106,0,"[1.5, 53.5, 36.5, 6.5, 57.5, 38.5]",0.06976744532585144,0.009765625,0.001220703125
147,106,1,"[123.5, 22.5, 44.5, 128.0, 29.5, 45.5]",0.0615234375,0.0076904296875,0.0009613037109375
148,107,0,"[94.5, 11.5, 57.5, 99.5, 16.5, 59.5]",0.09765625,0.01220703125,0.00152587890625
149,108,0,"[89.5, 26.5, 33.5, 96.5, 34.5, 35.5]",0.18518517911434174,0.02734375,0.00341796875
150,109,0,"[24.5, 22.5, 26.5, 28.5, 25.5, 27.5]",0.0234375,0.0029296875,0.0003662109375
151,110,0,"[107.5, 106.5, 65.5, 119.5, 117.5, 68.5]",0.24725274741649628,0.07870564609766006,0.0120849609375
152,111,0,"[48.5, 56.5, 66.5, 57.5, 68.5, 68.5]",0.19736842811107635,0.05042630806565285,0.006591796875
153,112,0,"[34.5, 92.5, 36.5, 58.5, 121.5, 42.5]",0.08118081092834473,0.22802850604057312,0.1062237024307251
154,113,0,"[97.5, 9.5, 51.5, 108.5, 20.5, 53.5]",0.2044728398323059,0.05355191230773926,0.00738525390625
155,114,0,"[15.5, 117.5, 71.5, 26.5, 128.0, 73.5]",0.20813007652759552,0.056396484375,0.007049560546875
156,115,0,"[9.5, 0.0, 49.5, 41.5, 27.5, 50.5]",0.048192769289016724,0.05423728749155998,0.02223842591047287
157,116,0,"[21.5, 0.0, 23.5, 34.5, 11.5, 29.5]",0.37463414669036865,0.218994140625,0.027374267578125
158,117,0,"[18.5, 65.5, 60.5, 27.5, 72.5, 62.5]",0.18038852512836456,0.03076171875,0.00384521484375
159,118,0,"[34.5, 51.5, 20.5, 50.5, 62.5, 22.5]",0.17391304671764374,0.07348859310150146,0.0107421875
160,118,1,"[0.0, 48.5, 30.5, 13.5, 62.5, 32.5]",0.16797900199890137,0.06574559211730957,0.01153564453125
161,118,2,"[33.5, 41.5, 37.5, 44.5, 49.5, 38.5]",0.1111111119389534,0.02048780396580696,0.002685546875
162,119,0,"[44.5, 121.5, 74.5, 50.5, 127.5, 79.5]",0.27970412373542786,0.0439453125,0.0054931640625
163,120,0,"[24.5, 62.5, 31.5, 34.5, 72.5, 32.5]",0.10869564861059189,0.0244140625,0.0030517578125
164,121,0,"[55.5, 45.5, 95.5, 66.5, 54.5, 96.5]",0.11700183153152466,0.024169921875,0.003021240234375
165,122,0,"[113.5, 41.5, 75.5, 121.5, 50.5, 78.5]",0.32846716046333313,0.052734375,0.006591796875
166,123,0,"[66.5, 88.5, 26.5, 84.5, 108.5, 31.5]",0.1606425642967224,0.27729636430740356,0.054931640625
167,124,0,"[53.5, 17.5, 26.5, 89.5, 45.5, 32.5]",0.062176164239645004,0.17843866348266602,0.12523190677165985
168,125,0,"[19.5, 5.5, 111.5, 44.5, 29.5, 115.5]",0.09638553857803345,0.1871345043182373,0.052776530385017395
169,126,0,"[22.5, 27.5, 29.5, 27.5, 32.5, 31.5]",0.09765625,0.01220703125,0.00152587890625
170,126,1,"[18.5, 32.5, 62.5, 22.5, 36.5, 65.5]",0.09375,0.01171875,0.00146484375
171,127,0,"[88.5, 101.5, 39.5, 99.5, 113.5, 40.5]",0.11034482717514038,0.0322265625,0.0040283203125
172,127,1,"[91.5, 71.5, 39.5, 128.0, 108.5, 41.5]",0.04149108752608299,0.08146380633115768,0.054213106632232666
173,128,0,"[0.5, 67.5, 44.5, 10.5, 75.5, 49.5]",0.3987730145454407,0.09765625,0.01220703125
174,129,0,"[91.5, 0.0, 77.5, 101.5, 9.5, 79.5]",0.19083969295024872,0.0439654104411602,0.00579833984375
175,130,0,"[91.5, 6.5, 68.5, 99.5, 14.5, 71.5]",0.2622142434120178,0.046875,0.005859375
176,131,0,"[70.5, 14.5, 39.5, 78.5, 22.5, 42.5]",0.3152732253074646,0.046875,0.005859375
177,132,0,"[92.5, 34.5, 21.5, 103.5, 45.5, 24.5]",0.2589927911758423,0.07562416791915894,0.011077880859375
178,133,0,"[110.5, 57.5, 48.5, 118.5, 65.5, 53.5]",0.5106672644615173,0.078125,0.009765625
179,133,1,"[19.5, 25.5, 0.0, 61.5, 124.5, 40.5]",0.0030403980053961277,0.02432318404316902,0.19458547234535217
180,133,2,"[73.5, 112.5, 62.5, 81.5, 119.5, 68.5]",0.41215652227401733,0.08203125,0.01025390625
181,134,0,"[82.5, 0.5, 11.5, 94.5, 9.5, 14.5]",0.27439025044441223,0.0685361996293068,0.0098876953125
182,135,0,"[54.5, 56.5, 55.5, 117.5, 128.0, 74.5]",0.005982321687042713,0.04317810386419296,0.190565288066864
183,136,0,"[62.5, 49.5, 58.5, 82.5, 74.5, 68.5]",0.09538950771093369,0.3197910487651825,0.13526512682437897
184,137,0,"[54.5, 112.5, 5.5, 61.5, 120.5, 8.5]",0.2511499524116516,0.041015625,0.005126953125
185,138,0,"[84.5, 58.5, 91.5, 95.5, 67.5, 94.5]",0.28616851568222046,0.072509765625,0.009063720703125
186,139,0,"[16.5, 65.5, 115.5, 30.5, 85.5, 120.5]",0.2010050266981125,0.20104895532131195,0.042724609375
187,140,0,"[88.5, 23.5, 79.5, 98.5, 33.5, 82.5]",0.2848101258277893,0.0732421875,0.0091552734375
188,141,0,"[18.5, 68.5, 35.5, 33.5, 83.5, 38.5]",0.1929648220539093,0.14591088891029358,0.020599365234375
189,142,0,"[108.5, 69.5, 106.5, 117.5, 77.5, 109.5]",0.30174341797828674,0.052734375,0.006591796875
190,143,0,"[85.5, 96.5, 71.5, 94.5, 104.5, 74.5]",0.27272728085517883,0.052734375,0.006591796875
191,144,0,"[81.5, 42.5, 12.5, 89.5, 49.5, 15.5]",0.3014354109764099,0.041015625,0.005126953125
192,145,0,"[0.0, 19.5, 42.5, 38.5, 54.5, 53.5]",0.03231343999505043,0.14751462638378143,0.27391237020492554
193,146,0,"[51.5, 14.5, 117.5, 81.5, 37.5, 128.0]",0.07066942751407623,0.3106437027454376,0.18190209567546844
194,147,0,"[77.5, 43.5, 14.5, 85.5, 53.5, 16.5]",0.20107237994670868,0.03703703731298447,0.0048828125
195,147,1,"[73.5, 88.5, 32.5, 81.5, 98.5, 35.5]",0.31468531489372253,0.05859375,0.00732421875
196,147,2,"[34.5, 7.5, 29.5, 45.5, 18.5, 31.5]",0.18927444517612457,0.050617583096027374,0.00738525390625
197,147,3,"[41.5, 68.5, 63.5, 56.5, 107.5, 70.5]",0.09926032274961472,0.2061552107334137,0.10028952360153198
198,148,0,"[113.5, 56.5, 63.5, 122.5, 66.5, 66.5]",0.3254237174987793,0.06591796875,0.00823974609375
199,149,0,"[33.5, 16.5, 27.5, 52.5, 34.5, 33.5]",0.17614679038524628,0.2926829159259796,0.0626220703125
200,150,0,"[71.5, 96.5, 34.5, 93.5, 127.5, 39.5]",0.08883953094482422,0.20558945834636688,0.07507038861513138
201,151,0,"[0.0, 53.5, 20.5, 6.5, 62.5, 24.5]",0.3465704023838043,0.05712890625,0.00714111328125
202,151,1,"[15.5, 40.5, 30.5, 32.5, 55.5, 39.5]",0.20627416670322418,0.25381332635879517,0.070037841796875
203,151,2,"[57.5, 55.5, 34.5, 65.5, 64.5, 38.5]",0.32231405377388,0.0703125,0.0087890625
204,151,3,"[57.5, 30.5, 45.5, 72.5, 40.5, 51.5]",0.3049907684326172,0.17663682997226715,0.0274658203125
205,151,4,"[83.5, 0.0, 60.5, 92.5, 0.5, 65.5]",0.03135552257299423,0.005186405498534441,0.0006866455078125
206,151,5,"[48.5, 5.5, 61.5, 56.5, 13.5, 64.5]",0.2622142434120178,0.046875,0.005859375
207,151,6,"[81.5, 1.5, 63.5, 91.5, 14.5, 65.5]",0.19875776767730713,0.05065122991800308,0.0079345703125
208,152,0,"[39.5, 112.5, 48.5, 47.5, 121.5, 50.5]",0.17457474768161774,0.03515625,0.00439453125
209,152,1,"[57.5, 54.5, 69.5, 65.5, 62.5, 70.5]",0.10822510719299316,0.015625,0.001953125
210,153,0,"[0.0, 103.5, 87.5, 8.5, 116.5, 90.5]",0.2269090861082077,0.0775783360004425,0.0101165771484375
211,154,0,"[100.5, 64.5, 41.5, 111.5, 78.5, 45.5]",0.29357796907424927,0.12030432373285294,0.018798828125
212,155,0,"[75.5, 40.5, 62.5, 80.5, 45.5, 66.5]",0.1953125,0.0244140625,0.0030517578125
213,156,0,"[0.0, 96.5, 65.5, 46.5, 128.0, 72.5]",0.04019615054130554,0.14270640909671783,0.14280685782432556
214,157,0,"[28.5, 94.5, 84.5, 80.5, 128.0, 105.5]",0.01399595383554697,0.10809043794870377,0.2977656424045563
215,158,0,"[101.5, 60.5, 31.5, 112.5, 69.5, 34.5]",0.28616851568222046,0.072509765625,0.009063720703125
216,159,0,"[11.5, 85.5, 2.5, 26.5, 102.5, 8.5]",0.23160433769226074,0.2890365421772003,0.04669189453125
217,160,0,"[46.5, 92.5, 51.5, 62.5, 110.5, 57.5]",0.2068965584039688,0.27481669187545776,0.052734375
218,161,0,"[105.5, 15.5, 45.5, 115.5, 29.5, 47.5]",0.1927710771560669,0.06059137359261513,0.008544921875
219,162,0,"[102.5, 96.5, 105.5, 114.5, 106.5, 108.5]",0.2823529541492462,0.087890625,0.010986328125
220,163,0,"[58.5, 92.5, 103.5, 67.5, 101.5, 107.5]",0.36824876070022583,0.0791015625,0.0098876953125
221,164,0,"[102.5, 27.5, 83.5, 113.5, 37.5, 85.5]",0.18159806728363037,0.050888728350400925,0.0067138671875
